periode_data,wilayah,kecamatan,kelurahan,alamat,alamat_lengkap,nama_bank_sampah,kegiatan,status_kegiatan,keterangan,latitude,longtitude
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KOTA BAMBU UTARA,"JL. KOTA BAMBU UTARA, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",BAMBU PETUNG,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KOTA BAMBU UTARA III,"JL. KOTA BAMBU UTARA III, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 04 KOTA BAMBU UTARA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KOTA BAMBU UTARA NO. 8,"JL. KOTA BAMBU UTARA NO. 8, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMA JOSHUA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. BIMA,"JL. BIMA, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",RW 02 KOTA BAMBU UTARA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KBU,"JL. KBU, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",SMK 130,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KBU II RW 9,"JL. KBU II RW 9, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",ANGGREK,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KBU IRT 12/3,"JL. KBU IRT 12/3, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",KBU JAYA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1833002,106.8035888
2025,KOTA ADM. JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,JL. KBU RW 1,"JL. KBU RW 1, KOTA BAMBU UTARA, PALMERAH, KOTA ADM. JAKARTA BARAT,  DKI Jakarta, Indonesia",MAWAR,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1833002,106.8035888
2023,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL KRAMAT RAYA NO 43 RW 04 KEL KRAMAT KEC SENEN,"JL KRAMAT RAYA NO 43 RW 04 KEL KRAMAT KEC SENEN, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",ASTRA GRAPHIA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2023,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL KRAMAT PULO,"JL KRAMAT PULO, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 04,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT RAYA NO.43 RW 04 KELURAHAN KRAMAT KEC. SENEN,"JL. KRAMAT RAYA NO.43 RW 04 KELURAHAN KRAMAT KEC. SENEN, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",ASTRA GRAPHIA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT LONTAR GG 02/07,"JL. KRAMAT LONTAR GG 02/07, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",FLAMBOYAN,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO DALEM II BLOK G NO. 07,"JL. KRAMAT PULO DALEM II BLOK G NO. 07, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",KANTOR KELURAHAN KRAMAT (DELIMA),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO,"JL. KRAMAT PULO, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 04 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT SENTIONG 1,"JL. KRAMAT SENTIONG 1, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 05 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT SENTIONG MASJID,"JL. KRAMAT SENTIONG MASJID, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 06 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. TONGKANG,"JL. TONGKANG, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 01 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT SOKA,"JL. KRAMAT SOKA, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 02 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO DALAM 1,"JL. KRAMAT PULO DALAM 1, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 03 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO DALAM,"JL. KRAMAT PULO DALAM, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 05 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO DALAM II,"JL. KRAMAT PULO DALAM II, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 04 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT LONTAR,"JL. KRAMAT LONTAR, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 07 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT LONTAR GG 02/07,"JL. KRAMAT LONTAR GG 02/07, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",FLAMBOYAN,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO DALEM II BLOK G NO. 07,"JL. KRAMAT PULO DALEM II BLOK G NO. 07, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",KANTOR KELURAHAN KRAMAT (DELIMA),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO GANG. XXI,"JL. KRAMAT PULO GANG. XXI, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 08 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT PULO2,"JL. KRAMAT PULO2, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 05 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT RAYA NO.43 RW 04 KELURAHAN KRAMAT KEC. SENEN,"JL. KRAMAT RAYA NO.43 RW 04 KELURAHAN KRAMAT KEC. SENEN, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",ASTRA GRAPHIA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT SENTIONG GG 1,"JL. KRAMAT SENTIONG GG 1, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",KHEBOND CITY,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.1838194,106.845965
2025,KOTA ADM. JAKARTA PUSAT,SENEN,KRAMAT,JL. KRAMAT SENTIONG MASJID,"JL. KRAMAT SENTIONG MASJID, KRAMAT, SENEN, KOTA ADM. JAKARTA PUSAT,  DKI Jakarta, Indonesia",RW 06 KRAMAT,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.1838194,106.845965
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. GADING RT 02/RW 01,"JL. GADING RT 02/RW 01, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",BINA BERSIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. TJ NO. 8 RT 4/RW02,"JL. TJ NO. 8 RT 4/RW02, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",BUNGGUR JAYA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL.KERJA BAKTI RW 09 RT 05,"JL.KERJA BAKTI RW 09 RT 05, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",JATI MAS UTAMA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. RAYA BOGOR RT 14 RW 11,"JL. RAYA BOGOR RT 14 RW 11, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KANTOR KECAMATAN KRAMAT JATI (TIMUR 4),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. KERJA BAKTI RT 002/010 KELURAHAN KRAMAT JATI,"JL. KERJA BAKTI RT 002/010 KELURAHAN KRAMAT JATI, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KANTOR KELURAHAN KRAMAT JATI (PPSU),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. LANGGAR,"JL. LANGGAR, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SD 18 KRAMATJATI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. KERJA BAKTI NO.40 RT 03/09,"JL. KERJA BAKTI NO.40 RT 03/09, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SD 24 KRAMAT JATI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. RAYA BOGOR RT 14 RW 11,"JL. RAYA BOGOR RT 14 RW 11, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SMP 49,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. GADING RT 02/RW 01,"JL. GADING RT 02/RW 01, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",BINA BERSIH,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL.KERJA BAKTI RW 09 RT 05,"JL.KERJA BAKTI RW 09 RT 05, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",JATI MAS UTAMA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,KOMPLEK KODAM JAYA JL. TANJUNG RAYA,"KOMPLEK KODAM JAYA JL. TANJUNG RAYA, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",BUNGUR JAYA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",NUSA SATU,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KRAMAT JATI 04,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SI GONDE,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KRAMAT JATI 06,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KRAMAT JATI 08,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,,", KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KARYA MANDIRI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. DATO TONGGARA III,"JL. DATO TONGGARA III, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",JATISEBELAS,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. RAYA BOGOR RT 14 RW 11,"JL. RAYA BOGOR RT 14 RW 11, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KANTOR KECAMATAN KRAMAT JATI (TIMUR 4),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. RAYA BOGOR RT 14 RW 11,"JL. RAYA BOGOR RT 14 RW 11, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SMP 49,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. LANGGAR,"JL. LANGGAR, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SD 18 KRAMATJATI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. KERJA BAKTI NO.40 RT 03/09,"JL. KERJA BAKTI NO.40 RT 03/09, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",SD 24 KRAMAT JATI,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2025,KOTA ADM. JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,JL. KERJA BAKTI RT 002/010 KELURAHAN KRAMAT JATI,"JL. KERJA BAKTI RT 002/010 KELURAHAN KRAMAT JATI, KRAMAT JATI, KRAMAT JATI, KOTA ADM. JAKARTA TIMUR,  DKI Jakarta, Indonesia",KANTOR KELURAHAN KRAMAT JATI (PPSU),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2728548,106.8701892
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,"JL. GANDARIA TENGAH V NO. 1, KELURAHAN KERAMAT PELA","JL. GANDARIA TENGAH V NO. 1, KELURAHAN KERAMAT PELA, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",KANTOR KELURAHAN KERAMAT PELA (MAJU BERSAMA PPSU),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. RADIO V NO. 1 RT 003/004,"JL. RADIO V NO. 1 RT 003/004, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",KANTOR SUDIN DUKCAPIL,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. RADIO DALAM I NO. 8 RT 003/004,"JL. RADIO DALAM I NO. 8 RT 003/004, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",KANTOR SUDIN KESEHATAN,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. GANDARIA TENGAH V NO. 5 RT 02/01,"JL. GANDARIA TENGAH V NO. 5 RT 02/01, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",PUSKESMAS KELURAHAN KERAMAT PELA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. GANDARIA TENGAH II NO. 6 RT 006 RW 001,"JL. GANDARIA TENGAH II NO. 6 RT 006 RW 001, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",RS GANDARIA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,"JL. GANDARIA TENGAH NO. 5, KELURAHAN KERAMAT PELA","JL. GANDARIA TENGAH NO. 5, KELURAHAN KERAMAT PELA, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SD 07 KERAMAT PELA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. KIRAI KRAMAT PELA,"JL. KIRAI KRAMAT PELA, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SD 09 KERAMAT PELA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. BARITO,"JL. BARITO, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SD TARAKANITA 1 (HIAS TARKI 1),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. DIPO KRAMAT PELA,"JL. DIPO KRAMAT PELA, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SENI BARU (SATPEL) (DIPO),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. BULUNGAN BLOK. C NO. 1 RT 11/07,"JL. BULUNGAN BLOK. C NO. 1 RT 11/07, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SMA 70,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,,", KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",KEPAK SEJAHTERA,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2453477,106.7924628
2024,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,,", KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",PANDAN,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,AKTIF,BSU,-6.2453477,106.7924628
2025,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. DIPO KRAMAT PELA,"JL. DIPO KRAMAT PELA, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SENI BARU (SATPEL) (DIPO),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2025,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. BULUNGAN BLOK. C NO. 1 RT 11/07,"JL. BULUNGAN BLOK. C NO. 1 RT 11/07, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SMA 70,PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
2025,KOTA ADM. JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,JL. BARITO,"JL. BARITO, KRAMAT PELA, KEBAYORAN BARU, KOTA ADM. JAKARTA SELATAN,  DKI Jakarta, Indonesia",SD TARAKANITA 1 (HIAS TARKI 1),PEMILAHAN PENGUMPULAN PENYIMPANAN PENGOLAHAN,TIDAK AKTIF,BSU,-6.2453477,106.7924628
